EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1170546,ST. CHARLES PAR.,BOUTTE,06/20/2023,1500,Tornado, ,EF1,0,0,0,0,LA,CST-6, ,182407,C,89,LIX,0,0,NWS Storm Survey, ,3.65,400,11,SSE,8,SSE,BOUTTE,06/20/2023,1507,29.76,-90.28,29.79,-90.33,"A thunderstorm developed a vigorous mesovortex along a boundary over Lake Salvador just before 2100 UTC. This mesovortex intensified and tracked northwest into the Salvador Wildlife Management Area where a large tornado damage path was visible on high resolution satellite imagery. Widespread tree damage including swaths of uproots and snaps of softwood trees as well as ground scouring and rowing marks from the parent mesovortex were observed indicative of a significant tornado. KLIX radar imagery supports this approximate 4 mile track inland with a 40 knot rotational velocity and weak tornado debris signature evident to at least 4000 feet where the most severe damage was located midway along the path. Thereafter, the tornado path gradually narrowed and weakened and its estimated the tornado dissipated around 21:07 UTC. A ground survey was later performed to assess the highest end damage from this tornado which confirmed the existence of several snapped bald cypress trees.","A northwest upper level flow regime was in place. This setup commonly supports summertime severe thunderstorms. This event was one of those days where very steep lapse rates and high shear values supported several severe thunderstorms with damaging wind and large hail.",1
1098616,CHEYENNE CO.,LORENZO,06/21/2023,1233,Tornado, ,EFU,0,0,0,0,NE,MST-7, ,180360,C,33,CYS,0,0,Emergency Manager, ,0.59,50,2,ENE,2,ENE,LORENZO,06/21/2023,1233,41.0583,-103.0234,41.0583,-103.0234,"A local Emergency Manager observed a brief tornado near the intersection of CR 107 and Road 10 near the town of Lorenzo.","An intense supercell thunderstorm initially developed near Sidney in Cheyenne County early in the afternoon on 6/21, producing up to baseball sized hail in and around Sidney, as well as a brief tornado near the community of Lorenzo between 1:00 PM and 2:00 PM MDT. This initial activity generally drifted to the west-southwest, and eventually to the northwest due to weak steering winds aloft. Numerous additional thunderstorms developed through the afternoon and evening, with multiple clusters of strong to marginally severe storms with occasional reports of up to quarter sized hail and 60 MPH wind gusts across the western Nebraska Panhandle.",2
1098432,DICKENS CO.,AFTON,06/21/2023,1936,Tornado, ,EFU,0,0,0,0,TX,CST-6, ,180124,C,125,LUB,0,0,NWS Employee, ,0.06,30,6,NE,6,NE,AFTON,06/21/2023,1937,33.82,-100.73,33.8191,-100.73,"The third of several tornadoes occurred in northern Dickens County. An off-duty NWS employee relayed photos of a tornado over open country. No known damage occurred.","A supercell thunderstorm developed in the far southern Texas Panhandle during the late afternoon of the 21st of June. This supercell moved south-southeastward through the western Rolling Plains during the evening and eventually moved into the Texas Big Country and the San Angelo National Weather Service forecast area around 2200 CST. This storm quickly intensified in Motley County just north of Matador where the first of five reported tornadoes occurred around 1850 CST, however no survey was conducted as no damage was reported. This storm then produced a third of a mile wide tornado that went through the west side of Matador around 1900 CST killing four people and injuring 15 others. One of the fatalities was an 85 year old woman at home. A 59 year old truck driver died while in his semi-trailer. The final two fatalities were a 43 year old male and 23 year old male in a recreational vehicle. Peak wind gusts corresponding to the observed damage were estimated to be in the 145 mph to 165 mph range, resulting in an EF-3 rating. This rating was determined through consultation with engineers from the Texas Tech University National Wind Institute, who also performed a damage survey in Matador. It also produced extremely large hail with the largest stone measuring 4.50 inches in diameter on the east side of Matador. The storm continued moving to the south-southeast where a 75 mph gust was reported at the Roaring Springs West Texas Mesonet site at 1922 CST, most likely associated with a rear flank downdraft surge. As it entered northern Dickens County another tornado was reported by an off-duty NWS employee approximately 5.5 miles northeast of Afton, however no damage was reported with this tornado. A second supercell produced a brief tornado west-southwest of Matador at 1937 CST that also produced no known damage. Shortly afterward, that supercell began to merge with the initial supercell with the fifth and final tornado being reported on US Highway 82 approximately eight miles east of Dickens and no damage was observed with this tornado either. As the storm continued to move to the south-southeast a broad rear flank downdraft was noted on radar with the peak measured gust of 109 mph at the West Texas Mesonet site in Jayton at 2107 CST with 19 minutes of continuous severe wind gusts. These strong winds also occurred with hail up to four inches in diameter leading to damage observed along State Highway 70 in northeast Kent County including in and around the towns of Girard and Jayton.",45
1098433,MOTLEY CO.,MATADOR,06/21/2023,1937,Tornado, ,EFU,0,0,0,0,TX,CST-6, ,180124,C,345,LUB,0,0,Broadcast Media, ,2.82,100,4,W,4,NW,ROARING SPGS BUZZ AR,06/21/2023,1940,34.01,-100.89,33.97,-100.88,"The fourth of several tornadoes occurred approximately four miles west of Matador. Local broadcast media live streamed a tornado that crossed US Highway 62. No known damage occurred.","A supercell thunderstorm developed in the far southern Texas Panhandle during the late afternoon of the 21st of June. This supercell moved south-southeastward through the western Rolling Plains during the evening and eventually moved into the Texas Big Country and the San Angelo National Weather Service forecast area around 2200 CST. This storm quickly intensified in Motley County just north of Matador where the first of five reported tornadoes occurred around 1850 CST, however no survey was conducted as no damage was reported. This storm then produced a third of a mile wide tornado that went through the west side of Matador around 1900 CST killing four people and injuring 15 others. One of the fatalities was an 85 year old woman at home. A 59 year old truck driver died while in his semi-trailer. The final two fatalities were a 43 year old male and 23 year old male in a recreational vehicle. Peak wind gusts corresponding to the observed damage were estimated to be in the 145 mph to 165 mph range, resulting in an EF-3 rating. This rating was determined through consultation with engineers from the Texas Tech University National Wind Institute, who also performed a damage survey in Matador. It also produced extremely large hail with the largest stone measuring 4.50 inches in diameter on the east side of Matador. The storm continued moving to the south-southeast where a 75 mph gust was reported at the Roaring Springs West Texas Mesonet site at 1922 CST, most likely associated with a rear flank downdraft surge. As it entered northern Dickens County another tornado was reported by an off-duty NWS employee approximately 5.5 miles northeast of Afton, however no damage was reported with this tornado. A second supercell produced a brief tornado west-southwest of Matador at 1937 CST that also produced no known damage. Shortly afterward, that supercell began to merge with the initial supercell with the fifth and final tornado being reported on US Highway 82 approximately eight miles east of Dickens and no damage was observed with this tornado either. As the storm continued to move to the south-southeast a broad rear flank downdraft was noted on radar with the peak measured gust of 109 mph at the West Texas Mesonet site in Jayton at 2107 CST with 19 minutes of continuous severe wind gusts. These strong winds also occurred with hail up to four inches in diameter leading to damage observed along State Highway 70 in northeast Kent County including in and around the towns of Girard and Jayton.",46
1098434,DICKENS CO.,DICKENS,06/21/2023,2018,Tornado, ,EFU,0,0,0,0,TX,CST-6, ,180124,C,125,LUB,0,0,Storm Chaser, ,0.35,50,6,E,6,E,DICKENS,06/21/2023,2019,33.62,-100.72,33.6152,-100.718,"The fifth and final of several tornadoes occurred just east of Dickens. A storm chaser reported a tornado crossing US Highway 82. No known damage occurred.","A supercell thunderstorm developed in the far southern Texas Panhandle during the late afternoon of the 21st of June. This supercell moved south-southeastward through the western Rolling Plains during the evening and eventually moved into the Texas Big Country and the San Angelo National Weather Service forecast area around 2200 CST. This storm quickly intensified in Motley County just north of Matador where the first of five reported tornadoes occurred around 1850 CST, however no survey was conducted as no damage was reported. This storm then produced a third of a mile wide tornado that went through the west side of Matador around 1900 CST killing four people and injuring 15 others. One of the fatalities was an 85 year old woman at home. A 59 year old truck driver died while in his semi-trailer. The final two fatalities were a 43 year old male and 23 year old male in a recreational vehicle. Peak wind gusts corresponding to the observed damage were estimated to be in the 145 mph to 165 mph range, resulting in an EF-3 rating. This rating was determined through consultation with engineers from the Texas Tech University National Wind Institute, who also performed a damage survey in Matador. It also produced extremely large hail with the largest stone measuring 4.50 inches in diameter on the east side of Matador. The storm continued moving to the south-southeast where a 75 mph gust was reported at the Roaring Springs West Texas Mesonet site at 1922 CST, most likely associated with a rear flank downdraft surge. As it entered northern Dickens County another tornado was reported by an off-duty NWS employee approximately 5.5 miles northeast of Afton, however no damage was reported with this tornado. A second supercell produced a brief tornado west-southwest of Matador at 1937 CST that also produced no known damage. Shortly afterward, that supercell began to merge with the initial supercell with the fifth and final tornado being reported on US Highway 82 approximately eight miles east of Dickens and no damage was observed with this tornado either. As the storm continued to move to the south-southeast a broad rear flank downdraft was noted on radar with the peak measured gust of 109 mph at the West Texas Mesonet site in Jayton at 2107 CST with 19 minutes of continuous severe wind gusts. These strong winds also occurred with hail up to four inches in diameter leading to damage observed along State Highway 70 in northeast Kent County including in and around the towns of Girard and Jayton.",47
1096843,LENOIR CO.,KINSTON,06/22/2023,1204,Tornado, ,EF1,0,0,0,0,NC,EST-5, ,180047,C,107,MHX,0,0,NWS Storm Survey, ,0.7,100,1,NNW,2,N,KINSTON,06/22/2023,1205,35.285,-77.586,35.293,-77.58,"The damage path started along Plaza Boulevard at the Furniture Fair|where at least 6 large windows were bowed in or blown out. One large AC|unit on top of this store was blown off and toward the parking lot |behind the store. The damage path continued across Boy Scout Boulevard |where a wood power pole was snapped in half, about 6 feet off the |ground. From the store, through the wood power pole, damage in this area|was consistent with estimated winds of between 90 and 100 MPH, peaking |around 100 MPH near the location of the power pole. ||The damage continued across Boy Scout Boulevard, where extensive damage|occurred at the Salvation Army store. Almost the entire length of the |eastern side of the building had the wall bowed out due to the strong |winds. A dumpster, which was located across the street at the Post |Office, was blown around 100 yards to this location. Behind the store, |prior to the neighborhood on Darby Avenue, two large, healthy, pine |trees were snapped in half, about 25 feet up from the ground. Winds in |this area were estimated to be between 90 and 100 MPH. ||A narrow, concentrated path continued northeast across Darby Avenue. |While most of the damage here continued to be blown toward the |northeast or around 45 degrees, some damage to houses along Darby Avenue|pointed back toward the southwest or 220 degrees, opposite of the storm|path. Debris and damage along the path were indicative of rotation. ||Sporadic damage continued across Adkin Branch, through UNC Health Care Lenoir. |The tornado may have weakened some here as it crossed the branch |(creek), with winds estimated to be closer to 80 MPH. The damage path |crossed Airport Road, damaging a sign at the entrance to the hospital, |and then finally causing damage to large sections of the roof at a |medical building across the street. The roof was of higher quality, with|winds here estimated again between 85 and 95 MPH, or consistent with a |EF-1 tornado. More sporadic damage was found before the path ended near |the intersection of North Herritage Street and North Queen Street.||We would like to thank Lenoir County Emergency Services for their help|in conducting the survey today.","A line of thunderstorms moved through Eastern NC during the early afternoon hours. Many instances of wind damage occurred with these storms, A brief embedded EF-1 tornado occurred in Kinston.",48
1109048,DOUGLAS CO.,HIGHLANDS RANCH,06/22/2023,1424,Tornado, ,EF1,0,0,0,0,CO,MST-7, ,181995,C,35,BOU,0,0,Storm Chaser, ,6.3,25,2,W,3,ESE,HIGHLANDS RANCH,06/22/2023,1448,39.5559,-105.0159,39.5354,-104.9086,"A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home.","A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles.  No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties.  South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage.",49
1112492,HEMPHILL CO.,GAGEBY,06/22/2023,1441,Tornado, ,EF1,0,0,85000,0,TX,CST-6, ,182543,C,211,AMA,0,0,NWS Storm Survey, ,10.3,150,8,NE,15,E,GAGEBY,06/22/2023,1455,35.7,-100.23,35.65,-100.06,"This tornado developed near County Road 17 and produced some minor tree damage, with limbs and branches being blown down. The tornado then continued across open field before impacting a residence just off Highway 277, where it brought down trees and some power lines along that road. As it crossed Highway 277, it brought down about 7 power poles, and caused more impressive tree damage, snapping branches and some trees while uprooting other hardwood trees. It resulted in some minor roof damage to a shed and damaged another shed at a natural gas facility. The tornado then crossed County Road 22, just to the south of Highway 277. Here, it snapped several hardwood branches and uprooted another tree. It also lifted the lids off of two silos, one of which collapsed in on the side. The debris of the lids ended up damaging a nearby barn. The tornado then crossed open fields and Highway 277 once more before causing some minor tree branch damage along Highway 2124. The tornado likely lifted after this point.","Various discrete and scattered thunderstorms impacted portions the combined Oklahoma and Texas Panhandles each evening and overnight on the 21st through the 23rd. Several of these storms produced large hail over and inch in diameter with some as large as 2.75. Severe wind gusts were also hazard with a gust upwards of 66 mph measured by ground equipment. A supercell even dropped a tornado in Hemphill County.",50
1098682,PLATTE CO.,CHUGWATER,06/22/2023,1542,Tornado, ,EFU,0,0,0,0,WY,MST-7, ,180371,C,31,CYS,0,0,Public, ,3.12,50,8,SSW,8,S,CHUGWATER,06/22/2023,1545,41.653,-104.8794,41.6442,-104.82,"Public report of a tornado touchdown 8 miles south southwest of Chugwater that lasted roughly 3 minutes. No damage reported.","Severe storms developed across the southeast Wyoming high plains the afternoon of 22 June 2023. Storms produced heavy rain resulting in flash flooding for parts of the plains and a tornado near Chugwater, Wyoming.",51
1115806,EL PASO CO.,PEYTON,06/22/2023,1908,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,182832,C,41,PUB,0,0,Public, ,0.85,10,6,SSE,7,NNW,ELLICOTT,06/22/2023,1910,38.95,-104.42,38.9377,-104.419,"A brief cone tornado formed for around 2 minutes. The tornado did hit a small fall located in northeastern El Paso County. Picture reveal minimal damage on weak structures. WCM called the farm to discuss damage with them and performed a virtual damage survey revealing EF0 damage.","Exceptionally severe weather continues over southern Colorado with the continued deluge of moist air coming from the Pacific and remnant moisture from previous moisture from widespread heavy rainfall. The most notable weather feature was an EF3 tornado that hit a farm located in Prowers County. This was only the 3rd EF3 tornado recorded since NWS modernization in 1995.",52
1114698,CARIBOU CO.,GRACE,06/23/2023,1130,Tornado, ,EF0,0,0,0,0,ID,MST-7, ,182745,C,29,PIH,0,0,Public, ,0.2,10,5,N,5,N,GRACE,06/23/2023,1140,42.6424,-111.72,42.6453,-111.72,"The public submitted several photographs of a tornado touched down north of Grace near US Highway 30.   It was a weak tornado and subsequent surveys noted zero damage as the tornado was in an open field.","A verified tornado, severe thunderstorm winds and large hail all occurred on the 23rd.",53
1105505,SWEETWATER CO.,GRANGER,06/23/2023,1235,Tornado, ,EFU,0,0,0,0,WY,MST-7, ,181529,C,37,RIW,0,0,Public, ,0.09,30,9,NE,4,NNW,WESTVACO,06/23/2023,1237,41.6721,-109.8468,41.6725,-109.8452,"Video from the public showed a narrow rope-shaped tornado northeast of Granger. The tornado touched down over open country, and caused no known damage. A rating of EFU was assigned because the brief tornado traversed land lacking damage indicators such as trees structures.","An upper level low passing over Wyoming combined with a strong jet stream to bring an outbreak of severe weather. Three tornadoes were confirmed in the WFO Riverton warning area on this day. This was the most in one day since June 12, 2017. There was one tornado in Sweetwater County and two in Natrona County. The largest and most impactful tornado was south of Midwest, WY in northern Natrona County where a home and surrounding property was damaged. Very large hail also occurred with some of the storms. The largest hail occurred in southern Johnson County and northern Natrona County where baseball size hail was reported from strongly rotating supercell thunderstorms. Other severe thunderstorms moved from Lander to Riverton and dropped quarter to golf ball size hail, causing damage to many roofs and vehicles.",54
1105509,NATRONA CO.,MIDWEST,06/23/2023,1315,Tornado, ,EF1,0,0,100000,0,WY,MST-7, ,181529,C,25,RIW,0,0,Emergency Manager, ,10.83,100,9,SSW,7,ESE,COLUMBINE,06/23/2023,1335,43.2997,-106.3486,43.3444,-106.142,"There were numerous reports, pictures, and video of a cone tornado that touched down to the south of Midwest, WY. The tornado remained over open country for the most part. However, the tornado damaged one home where a large section of the roof was removed. Exterior walls remained standing. A trailer was overturned, fuel tanks were blown away, and trees near the residence were damaged.||Based on the FR12 damage indicator category, this tornado was rated EF1 using a low to middle end DOD estimate for the type of construction. Winds are estimated to have been around 110 mph. Stronger winds could have occurred elsewhere along the track, but open country prevented any further evidence of wind damage. Damage survey completed by county emergency management officials.","An upper level low passing over Wyoming combined with a strong jet stream to bring an outbreak of severe weather. Three tornadoes were confirmed in the WFO Riverton warning area on this day. This was the most in one day since June 12, 2017. There was one tornado in Sweetwater County and two in Natrona County. The largest and most impactful tornado was south of Midwest, WY in northern Natrona County where a home and surrounding property was damaged. Very large hail also occurred with some of the storms. The largest hail occurred in southern Johnson County and northern Natrona County where baseball size hail was reported from strongly rotating supercell thunderstorms. Other severe thunderstorms moved from Lander to Riverton and dropped quarter to golf ball size hail, causing damage to many roofs and vehicles.",55
1105507,NATRONA CO.,MERINO,06/23/2023,1337,Tornado, ,EFU,0,0,0,0,WY,MST-7, ,181529,C,25,RIW,0,0,Social Media, ,0.67,50,7,WNW,6,WNW,MERINO,06/23/2023,1340,43.228,-106.7308,43.229,-106.7175,"The public sent a picture of a rope tornado to the north of Natrona. The tornado remained over open country and caused no known damage. A rating of EFU was assigned because the tornado traversed remote land lacking damage indicators such as trees structures.","An upper level low passing over Wyoming combined with a strong jet stream to bring an outbreak of severe weather. Three tornadoes were confirmed in the WFO Riverton warning area on this day. This was the most in one day since June 12, 2017. There was one tornado in Sweetwater County and two in Natrona County. The largest and most impactful tornado was south of Midwest, WY in northern Natrona County where a home and surrounding property was damaged. Very large hail also occurred with some of the storms. The largest hail occurred in southern Johnson County and northern Natrona County where baseball size hail was reported from strongly rotating supercell thunderstorms. Other severe thunderstorms moved from Lander to Riverton and dropped quarter to golf ball size hail, causing damage to many roofs and vehicles.",56
1105508,JOHNSON CO.,KAYCEE,06/23/2023,1340,Tornado, ,EF0,0,0,0,0,WY,MST-7, ,181529,C,19,RIW,0,0,Law Enforcement, ,0.53,40,1,N,1,NNE,KAYCEE,06/23/2023,1341,43.7345,-106.65,43.7282,-106.6438,"A rancher reported a brief touchdown of a tornado north of Kaycee to the Johnson County Sheriffs office.","An upper level low passing over Wyoming combined with a strong jet stream to bring an outbreak of severe thunderstorms. Four tornadoes were reported on this day, the most in one day since June 12, 2017. There was one each in Johnson and Sweetwater County and two in Natrona County. The largest tornado was south of Midwest in northern Natrona County where a horse trailer was flipped and fuel tanks were blown away. Very large hail also occurred with some of the storms. The largest hail occurred in southern Johnson County and northern Natrona County where baseball size hail was reported. Another severe thunderstorms moved from Lander to Riverton and dropped quarter to golf ball size hail, causing damage to many vehicles.",57
1098641,CONVERSE CO.,ROSS,06/23/2023,1533,Tornado, ,EFU,0,0,0,0,WY,MST-7, ,180365,C,9,CYS,0,0,Public, ,0.25,50,3,ESE,3,ESE,ROSS,06/23/2023,1533,43.43,-105.84,43.43,-105.84,"The public reported a tornado near the Converse and Natrona County line approximately 33 miles WNW of Bill.","An intense, long-lived supercell initially developed near the town of Chugwater over the higher terrain of the central Laramie Range around 3:00 PM on 6/23, tracking to the east-southeast across southern Platte and Goshen Counties through approximately 7:00 PM. A small, terrain-driven area of low pressure and resultant cyclonic flow resulted in moisture pooling and backed, easterly near-surface flow near the track of the storm which resulted in a favorable environment for tornadoes. The cyclic supercell produced 5 separate confirmed tornadoes, most notably including an EF-2 tornado which developed near the town of Hawk Springs. A swath of large hail up to two inches in diameter also occurred with this storm. A separate storm over far northwestern Converse County also produced a brief tornado that afternoon. A second round of strong to severe thunderstorms impacted Platte and Goshen Counties later in the day.",58
1098645,PLATTE CO.,CHUGWATER,06/23/2023,1611,Tornado, ,EFU,0,0,0,0,WY,MST-7, ,180365,C,31,CYS,0,0,NWS Storm Survey, ,0.01,50,4,ENE,4,ENE,CHUGWATER,06/23/2023,1611,41.7745,-104.7474,41.7745,-104.7474,"Trained spotters reported a brief (10-second) tornado touchdown just east of the town of Chugwater. The tornado remained over open country. Confirmed by official NWS Storm Survey.","An intense, long-lived supercell initially developed near the town of Chugwater over the higher terrain of the central Laramie Range around 3:00 PM on 6/23, tracking to the east-southeast across southern Platte and Goshen Counties through approximately 7:00 PM. A small, terrain-driven area of low pressure and resultant cyclonic flow resulted in moisture pooling and backed, easterly near-surface flow near the track of the storm which resulted in a favorable environment for tornadoes. The cyclic supercell produced 5 separate confirmed tornadoes, most notably including an EF-2 tornado which developed near the town of Hawk Springs. A swath of large hail up to two inches in diameter also occurred with this storm. A separate storm over far northwestern Converse County also produced a brief tornado that afternoon. A second round of strong to severe thunderstorms impacted Platte and Goshen Counties later in the day.",59
1098646,GOSHEN CO.,MERS HILL,06/23/2023,1629,Tornado, ,EFU,0,0,0,0,WY,MST-7, ,180365,C,15,CYS,0,0,NWS Storm Survey, ,3,50,6,SSW,6,SSE,MERS HILL,06/23/2023,1637,41.794,-104.646,41.79,-104.588,"Numerous photos and videos of a cone tornado with occasional touchdowns along a roughly 3-mile path to the east of Chugwater just east of the Platte/Goshen County line. The tornado remained over open country with no damage reported. Confirmed by official NWS Storm Survey.","An intense, long-lived supercell initially developed near the town of Chugwater over the higher terrain of the central Laramie Range around 3:00 PM on 6/23, tracking to the east-southeast across southern Platte and Goshen Counties through approximately 7:00 PM. A small, terrain-driven area of low pressure and resultant cyclonic flow resulted in moisture pooling and backed, easterly near-surface flow near the track of the storm which resulted in a favorable environment for tornadoes. The cyclic supercell produced 5 separate confirmed tornadoes, most notably including an EF-2 tornado which developed near the town of Hawk Springs. A swath of large hail up to two inches in diameter also occurred with this storm. A separate storm over far northwestern Converse County also produced a brief tornado that afternoon. A second round of strong to severe thunderstorms impacted Platte and Goshen Counties later in the day.",60
1115820,PROWERS CO.,GRANADA,06/23/2023,1640,Tornado, ,EF3,0,0,0,0,CO,MST-7, ,182832,C,99,PUB,0,0,Law Enforcement, ,13.12,320,12,SSW,16,SSW,HOLLY,06/23/2023,1722,37.89,-102.38,37.83,-102.22,"A well documented strong and long lasting EF-3 tornado meandered across Prowers County south of Granada, Colorado, on June 23, 2023, remaining over open countryside for most of its life. Early during the tornadoes lifespan, it heavily impacted a family farm. Two wooden barns were completely destroyed, with little evidence |remaining of them other than the outline where they once stood. A metal farm outbuilding was virtually gone, with only the twisted steel beam reinforcements remaining. The primary family house was completely destroyed, with only a part of an interior wall still in place. After impacting the family home, the tornado continued to the southeast and knocked down power lines along County Road 25 before heading back into open countryside and dissipating.","Exceptionally severe weather continues over southern Colorado with the continued deluge of moist air coming from the Pacific and remnant moisture from previous moisture from widespread heavy rainfall. The most notable weather feature was an EF3 tornado that hit a farm located in Prowers County. This was only the 3rd EF3 tornado recorded since NWS modernization in 1995.",61
1103685,CAMPBELL CO.,WRIGHT,06/23/2023,1649,Tornado, ,EF2,0,8,0,0,WY,MST-7, ,180586,C,5,UNR,0,0,NWS Storm Survey, ,3.81,800,19,SSE,24,ESE,WRIGHT,06/23/2023,1745,43.4986,-105.3563,43.565,-105.082,"A tornado developed near the Campbell-Converse County line southeast of Wright, where it snapped wooden power poles and tipped over several empty train cars. It struck the operations area of the North Antelope Rochelle Coal Mine, ripping metal roofs and wall panels from shop buildings; moving and flipping cars, buses, and shipping containers; and overturning empty railroad cars. Damage severity indicated wind gusts were as high as 120 to 130 mph. No track was visible across the vegetation. Seven people sustained mostly minor injuries at the mine. The tornado continued into southwestern Weston County.","A tornadic thunderstorm developed over far southern Campbell County and tracked east-northeast into Weston County. The storm produced a large F-2 tornado that moved over the North Antelope Rochelle Coal Mine in far southeastern Campbell County, causing considerable damage and minor injuries at the mine. Large hail and wind gusts over 80 mph accompanied the storm.",62
1098647,GOSHEN CO.,FONDA,06/23/2023,1703,Tornado, ,EFU,0,0,0,0,WY,MST-7, ,180365,C,15,CYS,0,0,NWS Storm Survey, ,0.5,50,8,SW,8,SW,FONDA,06/23/2023,1704,41.7728,-104.4151,41.7728,-104.4151,"Numerous photos and video from storm spotters of a brief tornado touchdown over open country. No damage was reported. Confirmed by official NWS Storm Survey.","An intense, long-lived supercell initially developed near the town of Chugwater over the higher terrain of the central Laramie Range around 3:00 PM on 6/23, tracking to the east-southeast across southern Platte and Goshen Counties through approximately 7:00 PM. A small, terrain-driven area of low pressure and resultant cyclonic flow resulted in moisture pooling and backed, easterly near-surface flow near the track of the storm which resulted in a favorable environment for tornadoes. The cyclic supercell produced 5 separate confirmed tornadoes, most notably including an EF-2 tornado which developed near the town of Hawk Springs. A swath of large hail up to two inches in diameter also occurred with this storm. A separate storm over far northwestern Converse County also produced a brief tornado that afternoon. A second round of strong to severe thunderstorms impacted Platte and Goshen Counties later in the day.",63
1098649,GOSHEN CO.,HAWK SPRINGS,06/23/2023,1721,Tornado, ,EF2,0,1,100000,0,WY,MST-7, ,180365,C,15,CYS,0,0,NWS Storm Survey, ,4.72,800,1,S,5,SE,HAWK SPRINGS,06/23/2023,1737,41.7762,-104.2608,41.75,-104.19,"A large cone tornado developed just east of US-85 south of Hawk Springs, before quickly becoming rain-wrapped. The tornado snapped cottonwood trees, with a tree branch impaling a stucco house. It also damaged outbuildings and snapped power poles. An injury occurred when the tornado flipped an 18-wheeler and injured the driver. The same tornado tracked to the southeast and damaged another outbuilding and a barn 3 miles southeast of Hawk Springs. The tornado was officially rated an EF-2. In addition to the tornado damage, straight-line winds from the Rear Flank Downdraft (RFD) damaged several hardwood trees. This is consistent with 100 MPH winds.","An intense, long-lived supercell initially developed near the town of Chugwater over the higher terrain of the central Laramie Range around 3:00 PM on 6/23, tracking to the east-southeast across southern Platte and Goshen Counties through approximately 7:00 PM. A small, terrain-driven area of low pressure and resultant cyclonic flow resulted in moisture pooling and backed, easterly near-surface flow near the track of the storm which resulted in a favorable environment for tornadoes. The cyclic supercell produced 5 separate confirmed tornadoes, most notably including an EF-2 tornado which developed near the town of Hawk Springs. A swath of large hail up to two inches in diameter also occurred with this storm. A separate storm over far northwestern Converse County also produced a brief tornado that afternoon. A second round of strong to severe thunderstorms impacted Platte and Goshen Counties later in the day.",64
1115822,BACA CO.,CAMPO,06/23/2023,1733,Tornado, ,EF1,0,0,0,0,CO,MST-7, ,182832,C,9,PUB,0,0,Emergency Manager, ,8.43,100,15,ESE,19,S,STONINGTON,06/23/2023,1756,37.03,-102.33,37.0209,-102.1775,"There was also a second damaging tornado, rated EF-1, that occurred this day on June 23, 2023. This tornado drifted across mostly open rural land across far southern Baca County east of Campo, Colorado for most of its lifespan. At a point during the middle of the tornadoes life, it impacted an abandoned farm stead, damaging two structures on the property. After hitting this property, it continued to track eastward across County Road 43, where it knocked down wooden power poles. Also at this time, the tornado passed a couple hundred yards to the north of an occupied family farm, but no damage was reported at this location. After crossing County Road 43, the tornado drifted back into open countryside and began deviating to the NNE, where it eventually dissipated near County Road 45.","Exceptionally severe weather continues over southern Colorado with the continued deluge of moist air coming from the Pacific and remnant moisture from previous moisture from widespread heavy rainfall. The most notable weather feature was an EF3 tornado that hit a farm located in Prowers County. This was only the 3rd EF3 tornado recorded since NWS modernization in 1995.",65
