"BEGIN_DATE","DEATHS_DIRECT","INJURIES_DIRECT","DAMAGE_PROPERTY_NUM","STATE_ABBR","BEGIN_LAT","BEGIN_LON","END_LAT","END_LON","EPISODE_ID","Year","Day","Month","Tornado"
"03/31/2006",0,0,50000,"IN",39.85,-86.48333,39.85,-86.45,1205605,2006,31,3,1
"03/31/2006",0,0,2e+05,"MI",42.25,-84.26667,42.25,-84.26667,1204880,2006,31,3,1
"03/31/2006",0,0,1e+06,"OH",40.75,-84.61667,40.76667,-84.58333,1205596,2006,31,3,1
"04/01/2006",0,0,0,"KS",37.86667,-100.68333,37.86667,-100.68333,1208501,2006,1,4,1
"04/01/2006",0,7,250000,"OK",36.18333,-95.9,36.2,-95.88333,1209444,2006,1,4,1
"04/02/2006",0,0,0,"AR",36.21667,-91.38333,36.21667,-91.33333,1209394,2006,2,4,1
"04/02/2006",0,0,0,"IA",41.73333,-93.33333,41.73333,-93.33333,1206863,2006,2,4,1
"04/02/2006",0,0,0,"IL",39.11667,-90.11667,39.11667,-90.08333,1207799,2006,2,4,1
"04/02/2006",0,0,1e+05,"IN",40.23333,-86.86667,40.21667,-86.86667,1208070,2006,2,4,1
"04/02/2006",0,0,0,"KY",37,-88.83333,37,-88.83333,1207446,2006,2,4,1
"04/02/2006",0,0,0,"MO",39.53333,-91.63333,39.56667,-91.63333,1207795,2006,2,4,1
"04/02/2006",16,70,2e+07,"TN",36.11667,-89.51667,36.13333,-89.2,1209397,2006,2,4,1
"04/04/2006",0,0,0,"ID",43.88333,-112.6,43.88333,-112.6,1208223,2006,4,4,1
"04/06/2006",0,0,0,"AR",36.05,-93.13333,36.06667,-93.11667,1209392,2006,6,4,1
"04/06/2006",0,0,70000,"KS",38.93333,-97.43333,38.93333,-97.43333,1208175,2006,6,4,1
"04/06/2006",0,0,1e+05,"MO",37.25,-94.61667,37.3,-94.56667,1208356,2006,6,4,1
"04/06/2006",0,0,0,"NE",40.01667,-96.81667,40.01667,-96.81667,1207030,2006,6,4,1
"04/06/2006",0,0,0,"OK",36.48333,-96.6,36.48333,-96.6,1209449,2006,6,4,1
"04/07/2006",0,0,20000,"AL",34.88333,-87.1,34.88333,-87.08333,1208177,2006,7,4,1
"04/07/2006",0,0,120000,"IN",38.31667,-87.11667,38.31667,-87.1,1207539,2006,7,4,1
"04/07/2006",0,4,1400000,"KY",36.9,-85.81667,36.91667,-85.73333,1207822,2006,7,4,1
"04/07/2006",0,0,75000,"LA",32.8,-92.3,32.83333,-92.2,1206744,2006,7,4,1
"04/07/2006",0,0,0,"MS",33.38333,-90.45,33.4,-90.38333,1208022,2006,7,4,1
"04/07/2006",0,0,50000,"TN",36.18333,-88.15,36.18333,-88.11667,1207014,2006,7,4,1
"04/08/2006",0,1,5e+05,"AL",33.65,-86.81667,33.63333,-86.78333,1208586,2006,8,4,1
"04/08/2006",0,1,350000,"GA",33.63333,-84.86667,33.66667,-84.8,1209256,2006,8,4,1
"04/08/2006",0,1,0,"SC",32.67,-80.4,32.67,-80.3,1208832,2006,8,4,1
"04/13/2006",0,0,0,"IA",42.2,-92.46667,42.2,-92.46667,1206866,2006,13,4,1
"04/13/2006",0,0,5000,"IL",41.4,-91.06667,41.4,-91.03333,1209194,2006,13,4,1
"04/14/2006",0,0,15000,"CA",37.65,-121,37.65,-121,1208467,2006,14,4,1
"04/14/2006",0,0,0,"IL",41.25,-88.83333,41.25,-88.81667,1207805,2006,14,4,1
"04/14/2006",0,0,0,"IN",40.48333,-87.51667,40.48333,-87.51667,1207806,2006,14,4,1
"04/15/2006",0,0,0,"IA",41.7,-94.96667,41.7,-94.96667,1206868,2006,15,4,1
"04/15/2006",0,0,0,"KS",39.48333,-96.13333,39.48333,-96.13333,1208484,2006,15,4,1
"04/15/2006",0,0,0,"MO",39.75,-94.48333,39.75,-94.48333,1206826,2006,15,4,1
"04/15/2006",0,0,4500000,"NE",40.13333,-96.78333,40.45,-96.46667,1207099,2006,15,4,1
"04/16/2006",0,0,0,"IL",39.91667,-89.1,39.91667,-89.08333,1208078,2006,16,4,1
"04/17/2006",0,0,10000,"NC",34.35,-78.7,34.35,-78.68333,1208151,2006,17,4,1
"04/18/2006",0,2,0,"IL",40.2,-88.5,40.2,-88.5,1208084,2006,18,4,1
"04/20/2006",0,0,50000,"TX",30.25,-98.51667,30.25,-98.51667,1206797,2006,20,4,1
"04/21/2006",0,0,1e+05,"MS",32.03333,-89.6,32.03333,-89.58333,1208063,2006,21,4,1
"04/21/2006",0,0,50000,"TX",29.48333,-95.81667,29.48333,-95.81667,1208919,2006,21,4,1
"04/22/2006",0,0,10000,"FL",30.21667,-84.36667,30.21667,-84.3,1209441,2006,22,4,1
"04/22/2006",0,0,0,"TX",29.45,-103.93333,29.45,-103.93333,1207359,2006,22,4,1
"04/24/2006",0,0,1000,"OK",35.53333,-98.06667,35.51667,-98.01667,1207665,2006,24,4,1
"04/24/2006",0,0,0,"TX",34.11667,-98.38333,34.11667,-98.38333,1207666,2006,24,4,1
"04/25/2006",0,0,0,"MO",36.63333,-91.48333,36.65,-91.33333,1208428,2006,25,4,1
"04/25/2006",0,0,10000,"TX",27.88333,-98.61667,27.88333,-98.61667,1208869,2006,25,4,1
"04/25/2006",0,0,50000,"VA",36.61667,-82.7,36.61667,-82.65,1207216,2006,25,4,1
"04/26/2006",0,0,70000,"SC",34.2,-80.06667,34.25,-80.06667,1204957,2006,26,4,1
"04/28/2006",0,0,0,"ND",46.5,-98.2,46.5,-98.2,1208581,2006,28,4,1
"04/28/2006",0,0,0,"OK",34.95,-99.5,34.95,-99.5,1207662,2006,28,4,1
"04/28/2006",0,0,0,"TX",33.16667,-100.38333,33.16667,-100.38333,1206730,2006,28,4,1
"04/29/2006",0,0,50000,"LA",30.3,-91.98333,30.3,-91.98333,1207870,2006,29,4,1
"04/29/2006",0,0,10000,"TX",32.53333,-95.86667,32.55,-95.86667,1209142,2006,29,4,1
"04/30/2006",0,0,0,"IL",40.11667,-89.33333,40.13333,-89.31667,1208085,2006,30,4,1
"04/30/2006",0,0,0,"MO",36.81667,-89.38333,36.81667,-89.38333,1207635,2006,30,4,1
"05/02/2006",0,0,0,"KY",37.51667,-85.98333,37.51667,-85.96667,1209644,2006,2,5,1
"05/02/2006",0,0,1000,"LA",30,-90.71667,30,-90.71667,1210559,2006,2,5,1
"05/02/2006",0,0,50000,"SD",44.41667,-97.36667,44.4,-97.31667,1212089,2006,2,5,1
"05/02/2006",0,0,10000,"TX",32.33333,-101,32.33333,-101,1210374,2006,2,5,1
"05/03/2006",0,0,0,"KS",37.73333,-94.7,37.73333,-94.63333,1211474,2006,3,5,1
"05/03/2006",0,0,0,"MO",36.61667,-91.16667,36.61667,-91.13333,1211461,2006,3,5,1
"05/04/2006",0,0,0,"LA",29.86667,-89.98333,29.86667,-89.98333,1210545,2006,4,5,1
"05/04/2006",0,0,0,"TX",31.4,-100.26667,31.4,-100.26667,1211655,2006,4,5,1
"05/05/2006",0,0,0,"TX",33.33333,-101.98333,33.33333,-101.96667,1210329,2006,5,5,1
"05/06/2006",0,0,0,"TX",30.66667,-97.53333,30.56667,-97.41667,1209838,2006,6,5,1
"05/07/2006",0,0,0,"KS",38.88333,-101.61667,38.88333,-101.61667,1212044,2006,7,5,1
"05/07/2006",0,0,0,"MN",47.71667,-96.11667,47.71667,-96.11667,1212031,2006,7,5,1
"05/07/2006",0,0,0,"ND",47.18333,-96.86667,47.18333,-96.86667,1212032,2006,7,5,1
"05/07/2006",0,0,0,"SC",33.47,-80.78333,33.48,-80.48333,1206490,2006,7,5,1
"05/08/2006",0,0,10000,"LA",30.78333,-90.15,30.78333,-90.15,1210560,2006,8,5,1
"05/09/2006",0,0,0,"AL",34.73333,-86.61667,34.73333,-86.61667,1209990,2006,9,5,1
"05/09/2006",0,0,0,"OK",34.46667,-96.33333,34.46667,-96.33333,1211215,2006,9,5,1
"05/09/2006",0,0,0,"TX",33.45,-96.66667,33.45,-96.66667,1212122,2006,9,5,1
"05/10/2006",0,0,24000,"AL",32.33333,-87.83333,32.3,-87.8,1211778,2006,10,5,1
"05/10/2006",0,0,0,"AR",33.98333,-92.68333,33.98333,-92.61667,1210445,2006,10,5,1
"05/10/2006",0,0,0,"IL",38.15,-88.01667,38.18333,-87.98333,1211376,2006,10,5,1
"05/10/2006",0,0,0,"IN",38.1,-87.58333,38.15,-87.51667,1211375,2006,10,5,1
"05/10/2006",0,0,250000,"LA",31.65,-91.73333,31.66667,-91.7,1210079,2006,10,5,1
"05/10/2006",0,0,0,"MI",42.11667,-85.63333,42.11667,-85.63333,1210278,2006,10,5,1
"05/10/2006",0,0,0,"MS",31.66667,-91.38333,31.66667,-91.35,1210082,2006,10,5,1
"05/10/2006",0,0,30000,"OH",39.2,-83.5,39.2,-83.5,1210744,2006,10,5,1
"05/10/2006",0,0,75000,"OK",35.81667,-96.03333,35.81667,-96.03333,1211680,2006,10,5,1
"05/10/2006",0,0,0,"TX",28.71667,-96.76667,28.71667,-96.75,1211949,2006,10,5,1
"05/11/2006",0,0,3000,"VA",37.93333,-78.13333,37.93333,-78.13333,1211718,2006,11,5,1
"05/14/2006",0,0,5000,"NC",35.45,-80.48333,35.45,-80.48333,1211025,2006,14,5,1
"05/14/2006",0,1,4e+05,"SC",34.23333,-79.95,34.26667,-79.91667,1210732,2006,14,5,1
"05/14/2006",0,0,0,"TX",NA,NA,NA,NA,1209846,2006,14,5,1
"05/18/2006",0,0,10000,"OH",40.51667,-84.31667,40.51667,-84.31667,1210750,2006,18,5,1
"05/19/2006",0,0,20000,"OR",45.83333,-119.68333,45.83333,-119.66667,1209596,2006,19,5,1
"05/20/2006",0,0,0,"SC",33.41667,-79.91667,33.41667,-79.91667,1211906,2006,20,5,1
"05/21/2006",0,2,3000,"NH",42.91667,-70.85,42.91667,-70.85,1210629,2006,21,5,1
"05/22/2006",0,0,7000,"TX",29.36667,-95.08333,29.36667,-95.08333,1210641,2006,22,5,1
"05/24/2006",0,0,1e+05,"IL",39.46667,-89.56667,39.43333,-89.53333,1210526,2006,24,5,1
"05/24/2006",0,0,4500,"WI",43.3,-90.38333,43.3,-90.38333,1209202,2006,24,5,1
"05/25/2006",0,0,1e+06,"IN",38.46667,-87.11667,38.45,-87.08333,1211269,2006,25,5,1
"05/25/2006",0,0,0,"KS",38.1,-100.8,38.1,-100.8,1211985,2006,25,5,1
"05/25/2006",0,0,0,"MI",43.33333,-84.55,43.4,-84.48333,1210280,2006,25,5,1
"05/26/2006",0,0,0,"KS",39.31667,-100.88333,39.31667,-100.88333,1212061,2006,26,5,1
"05/26/2006",0,0,0,"MO",36.78333,-93.65,36.8,-93.65,1211649,2006,26,5,1
"05/26/2006",0,0,5000,"NC",35.4,-81.31667,35.41667,-81.28333,1211162,2006,26,5,1
"05/26/2006",0,0,5000,"VA",36.85,-79.53333,36.85,-79.53333,1211429,2006,26,5,1
"05/29/2006",0,0,0,"TX",33.51667,-101.81667,33.55,-101.81667,1210326,2006,29,5,1
"05/30/2006",0,0,0,"CO",36.95,-102.76667,36.95,-102.76667,1211418,2006,30,5,1
"05/30/2006",0,0,0,"NM",32.21667,-104.36667,32.21667,-104.36667,1210385,2006,30,5,1
"05/31/2006",0,0,0,"CO",40.68333,-104.05,40.68333,-104.05,1209920,2006,31,5,1
"05/31/2006",0,0,0,"IL",40.08333,-88.35,40.08333,-88.33333,1210761,2006,31,5,1
"05/31/2006",0,0,0,"IN",40.75,-86.73333,40.76667,-86.58333,1210772,2006,31,5,1
"06/02/2006",0,0,0,"IL",40.48333,-89.1,40.48333,-89.1,1212626,2006,2,6,1
"06/02/2006",0,0,1e+05,"NJ",39.8,-75.23333,39.8,-75.23333,1213639,2006,2,6,1
"06/03/2006",0,0,0,"KS",38.81667,-101.83333,38.81667,-101.83333,1213541,2006,3,6,1
"06/04/2006",0,1,1e+05,"ID",45.03333,-116.71667,45.15,-116.51667,1214319,2006,4,6,1
"06/05/2006",0,0,0,"MN",45.8,-95.85,45.8,-95.85,1213380,2006,5,6,1
"06/05/2006",0,0,0,"ND",46.63333,-97.33333,46.63333,-97.33333,1213381,2006,5,6,1
"06/05/2006",0,0,0,"SD",43.93333,-98.05,43.91667,-98.03333,1213407,2006,5,6,1
"06/06/2006",0,0,0,"IA",41.48333,-91.75,41.48333,-91.75,1217602,2006,6,6,1
"06/06/2006",0,0,0,"WI",43.13333,-90.05,43.13333,-90.05,1212935,2006,6,6,1
"06/07/2006",0,4,4e+05,"IN",39.03333,-85.81667,38.91667,-85.83333,1213146,2006,7,6,1
"06/07/2006",0,0,70000,"NE",41.3,-100.16667,41.3,-100.16667,1212227,2006,7,6,1
"06/08/2006",0,0,0,"UT",38.98333,-110.21667,38.98333,-110.21667,1213355,2006,8,6,1
"06/09/2006",0,0,0,"NV",39.6,-116.01667,39.6,-116.01667,1210150,2006,9,6,1
"06/10/2006",0,0,0,"MO",38.9,-91.41667,38.88333,-91.4,1213051,2006,10,6,1
"06/10/2006",0,0,1e+05,"NE",42.81667,-102.05,42.81667,-102.05,1212229,2006,10,6,1
"06/10/2006",0,0,0,"SD",43.03333,-102.81667,43.03333,-102.81667,1213266,2006,10,6,1
"06/12/2006",0,0,0,"FL",27.95,-81.76667,27.95,-81.76667,1210176,2006,12,6,1
"06/13/2006",0,0,10000,"FL",28.66667,-81.5,28.66667,-81.5,1214859,2006,13,6,1
"06/13/2006",0,0,0,"GA",30.73333,-81.55,30.73333,-81.55,1213120,2006,13,6,1
"06/13/2006",0,0,0,"MT",48.63333,-112.65,48.63333,-112.65,1210196,2006,13,6,1
"06/13/2006",0,0,0,"OR",43.48333,-119.88333,43.48333,-119.88333,1214330,2006,13,6,1
"06/13/2006",0,0,0,"SC",32.5,-80.81667,32.5,-80.81667,1214440,2006,13,6,1
"06/14/2006",0,0,25000,"NC",34.7,-76.73333,34.71667,-76.7,1212561,2006,14,6,1
"06/15/2006",0,0,30000,"XX",NA,NA,NA,NA,1214895,2006,15,6,1
"06/16/2006",0,0,0,"KS",39.25,-101.83333,39.25,-101.83333,1213529,2006,16,6,1
"06/16/2006",0,0,0,"WA",47.86667,-121.73333,47.86667,-121.73333,1212384,2006,16,6,1
"06/17/2006",0,0,0,"KS",37.53333,-96.58333,37.53333,-96.58333,1213227,2006,17,6,1
"06/17/2006",0,0,1e+05,"TN",35.18333,-89.73333,35.18333,-89.73333,1212950,2006,17,6,1
"06/17/2006",0,0,40000,"TX",30.38333,-95.71667,30.38333,-95.71667,1213253,2006,17,6,1
"06/18/2006",0,0,8000,"OK",36.55,-100.03333,36.55,-100.03333,1214171,2006,18,6,1
"06/18/2006",0,0,0,"WI",42.88333,-89.26667,42.88333,-89.26667,1212936,2006,18,6,1
"06/20/2006",0,0,0,"CO",40.7,-103.1,40.7,-103.1,1214336,2006,20,6,1
"06/20/2006",0,0,0,"FL",26.63,-80.71667,26.63,-80.71667,1212571,2006,20,6,1
"06/20/2006",0,0,150000,"NE",42.7,-102.45,42.7,-102.45,1212232,2006,20,6,1
"06/21/2006",0,0,35000,"CO",40.03333,-108.1,40.03333,-108.1,1213507,2006,21,6,1
"06/21/2006",0,3,5e+05,"FL",26.98333,-82.11667,26.95,-82.13333,1210180,2006,21,6,1
"06/21/2006",0,0,40000,"MI",41.93333,-84.31667,41.95,-84.3,1213905,2006,21,6,1
"06/21/2006",0,0,0,"OK",36.9,-101,36.9,-101,1214181,2006,21,6,1
"06/21/2006",0,0,0,"TX",36.26667,-101.53333,36.26667,-101.53333,1214182,2006,21,6,1
"06/22/2006",0,0,0,"CO",39.25,-104.68333,39.25,-104.68333,1214338,2006,22,6,1
"06/22/2006",0,0,0,"IL",40.58333,-89.45,40.58333,-89.45,1212632,2006,22,6,1
"06/22/2006",0,0,0,"KS",37.23333,-100.93333,37.23333,-100.93333,1214851,2006,22,6,1
"06/22/2006",0,0,0,"MO",39.26667,-91.95,39.26667,-91.95,1213029,2006,22,6,1
"06/22/2006",0,0,20000,"OH",40.75,-84.78333,40.75,-84.78333,1213131,2006,22,6,1
"06/23/2006",0,0,0,"ND",46.4,-98.7,46.4,-98.63333,1212209,2006,23,6,1
"06/23/2006",0,0,0,"NE",42.48333,-103.68333,42.48333,-103.68333,1213865,2006,23,6,1
"06/24/2006",0,0,0,"FL",27.98333,-82,27.98333,-82.01667,1210181,2006,24,6,1
"06/24/2006",0,0,0,"MN",47.3,-96.2,47.3,-96.2,1213387,2006,24,6,1
"06/24/2006",0,0,0,"SD",45.05,-100.38333,45.05,-100.36667,1214127,2006,24,6,1
"06/24/2006",0,0,0,"WI",44.18333,-88.35,44.18333,-88.35,1213550,2006,24,6,1
"06/25/2006",0,0,3000,"IN",40.25,-87.06667,40.25,-87.05,1213150,2006,25,6,1
"06/25/2006",0,0,0,"NY",41.66667,-73.76667,41.66667,-73.76667,1215343,2006,25,6,1
"06/25/2006",0,0,0,"TX",36.06667,-102.68333,36.06667,-102.68333,1214170,2006,25,6,1
"06/26/2006",0,0,0,"CO",37.36667,-105.75,37.35,-105.73333,1214002,2006,26,6,1
"06/26/2006",0,0,0,"MN",46.45,-95.66667,46.45,-95.66667,1213389,2006,26,6,1
"06/27/2006",0,0,1e+06,"MD",38.36667,-76.78333,38.36667,-76.83333,1212984,2006,27,6,1
"06/27/2006",0,0,50000,"MI",42,-83.25,42,-83.25,1213908,2006,27,6,1
"06/30/2006",0,2,250000,"NY",42.91667,-78.76667,42.91667,-78.76667,1214410,2006,30,6,1
"07/01/2006",0,0,0,"NC",34.86667,-76.38333,34.86667,-76.38333,1212640,2006,1,7,1
"07/03/2006",0,0,0,"WI",43.68333,-88.8,43.68333,-88.8,1215737,2006,3,7,1
"07/03/2006",0,0,0,"WY",42.75,-105.76667,42.75,-105.76667,1215139,2006,3,7,1
"07/04/2006",0,0,0,"CO",39.75,-104.18333,39.75,-104.18333,1217888,2006,4,7,1
"07/04/2006",0,0,25000,"OH",41.02,-81.08333,41.02,-81.06667,1217766,2006,4,7,1
"07/04/2006",0,0,0,"TX",28.1,-97.6,28.1,-97.6,1217745,2006,4,7,1
"07/05/2006",0,0,3000,"MD",38.03333,-75.78333,38.03333,-75.78333,1217237,2006,5,7,1
"07/06/2006",0,0,70000,"FL",28.98,-81.43333,28.98,-81.43333,1215734,2006,6,7,1
"07/08/2006",0,0,0,"TX",29.63333,-94.38333,29.63333,-94.38333,1216459,2006,8,7,1
"07/09/2006",0,0,0,"CO",37.36667,-106.01667,37.36667,-106.01667,1216988,2006,9,7,1
"07/09/2006",0,0,5000,"IA",42.4,-96.18333,42.4,-96.16667,1217416,2006,9,7,1
"07/10/2006",0,0,150000,"OH",40.61667,-82.36667,40.65,-82.33333,1217769,2006,10,7,1
"07/11/2006",0,0,0,"KS",38.53333,-101.56667,38.53333,-101.56667,1216270,2006,11,7,1
"07/11/2006",0,0,2e+05,"MA",42.55,-72.4,42.55,-72.4,1215195,2006,11,7,1
"07/11/2006",0,0,2e+05,"OH",39.55,-84.35,39.56667,-84.33333,1216203,2006,11,7,1
"07/12/2006",0,0,2e+06,"CT",41.1,-73.7,41.1,-73.68333,1218237,2006,12,7,1
"07/12/2006",0,0,0,"IL",39.9,-88.81667,39.9,-88.81667,1215097,2006,12,7,1
"07/12/2006",0,0,0,"NY",41.06667,-73.93333,41.06667,-73.93333,1218235,2006,12,7,1
"07/16/2006",0,0,0,"AZ",34.2,-112.15,34.2,-112.15,1217461,2006,16,7,1
"07/17/2006",0,0,0,"FL",27.28333,-82.08333,27.28333,-82.08333,1214946,2006,17,7,1
"07/17/2006",0,0,1000,"IA",42.08333,-92.4,42.08333,-92.4,1214609,2006,17,7,1
"07/17/2006",0,0,15000,"MO",40.48333,-92.5,40.48333,-92.5,1217592,2006,17,7,1
"07/18/2006",0,0,0,"MO",37.33333,-91.35,37.3,-91.38333,1217059,2006,18,7,1
"07/19/2006",0,0,0,"IL",39.06667,-89.95,39.06667,-89.95,1216035,2006,19,7,1
"07/20/2006",0,0,0,"FL",28.2,-82.45,28.2,-82.45,1214950,2006,20,7,1
"07/21/2006",0,0,0,"IL",38.7,-89.85,38.68333,-89.78333,1216148,2006,21,7,1
"07/21/2006",0,0,15000,"MO",37.68333,-89.76667,37.68333,-89.76667,1216690,2006,21,7,1
"07/22/2006",0,0,1e+05,"PA",41.33333,-75.96667,41.33333,-75.96667,1218142,2006,22,7,1
"07/23/2006",0,0,25000,"CA",33.73333,-117.15,33.73333,-117.15,1217099,2006,23,7,1
"07/23/2006",0,0,15000,"NC",34.9,-77.75,34.9,-77.75,1212643,2006,23,7,1
"07/26/2006",0,0,0,"FL",29.43333,-81.51667,29.43333,-81.51667,1214550,2006,26,7,1
"07/26/2006",0,0,0,"IA",43.16667,-95.26667,43.16667,-95.26667,1217449,2006,26,7,1
"07/26/2006",0,0,0,"IL",39.96667,-88.83333,39.96667,-88.83333,1215100,2006,26,7,1
"07/26/2006",0,0,0,"LA",30.05,-92.53333,30.05,-92.53333,1215817,2006,26,7,1
